en,th
Microsoft,ไมโครซอฟท์
speedboat,สปีดโบต
speedboat,สปีดโบต
lockdown,ล็อกดาวน์
lockdown,lockdown
lockdown,ล็อกดาวน์
down,ดาวน์
down,ดาวน์
food,ฟูด
food,ฟูด
premium,พรีเมียม
premium,พรีเมียม
premier,เพรเมียร์
premier,พรีเมียร์
premier,เพรเมียร์
premier,พรีเมียร์
cornflakes,คอร์นเฟลกส์
cornflakes,คอร์นเฟลกส์
care,แคร์
care,แคร์
lag,แล็ก
lag,แล็ก
bank,แบงก์
bank,แบงก์
platform,แพลตฟอร์ม
platform,แพล็ตฟอร์ม
platform,แพลตฟอร์ม
platform,แพล็ตฟอร์ม
franchise,แฟรนไชส์
franchise,แฟรนไชส์
create,ครีเอต
create,ครีเอต
cherry,เชร์รี
cherry,เชร์รี
gimmick,กิมมิก
gimmick,กิมมิก
gadget,แกดจิต
gadget,แกดจิต
shelf,เชลฟ์
shelf,เชลฟ์
review,รีวิว
review,รีวิว
reply,รีพลาย
reply,รีพลาย
carp,คาร์ป
carp,คาร์ป
hologram,ฮอโลแกรม
hologram,ฮอโลแกรม
solo,โซโล
solo,โซโล
flight,ไฟลต์
flight,ไฟลต์
booking,บุกกิง
booking,บุกกิง
spike,สไปก์
spike,สไปก์
shield,ชีลด์
shield,ชีลด์
field,ฟีลด์
field,ฟีลด์
yield,ยีลด์
yield,ยีลด์
beach,บีช
beach,บีช
spoil,สปอยล์
spoil,สปอยล์
fight,ไฟต์
fight,ไฟต์
stay,สเตย์
stay,สเตย์
follow,ฟอลโลว์
follow,ฟอลโลว์
end,เอนด์
end,เอนด์
sport,สปอร์ต
sport,สปอร์ต
drink,ดริงก์
drink,ดริงก์
milk,มิลก์
milk,มิลก์
friend,เฟรนด์
friend,เฟรนด์
tour,ทัวร์
tour,ทัวร์
standard,สแตนเดิร์ด
standard,สแตนดาร์ด
standard,สแตนเดิร์ด
standard,สแตนดาร์ด
character,แครักเตอร์
character,แครักเตอร์
slide,สไลด์
slide,สไลด์
slice,สไลซ์
slice,สไลซ์
market,มาร์เกต
market,มาร์เก็ต
market,มาร์เกต
market,มาร์เก็ต
place,เพลซ
place,เพลซ
community,คอมมิวนิตี
community,คอมมิวนิตี
game,เกม
game,เกม
squid,สกวิด
squid,สกวิด
music,มิวสิก
music,มิวสิก
donate,โดเนต
donate,โดเนต
port,พอร์ต
port,พอร์ต
daddy,แดดดี
daddy,แดดดี
store,สตอร์
store,สตอร์
play,เพลย์
play,เพลย์
Aaron,แอรอน
Aaron,แอรอน
present,พริเซนต์
present,พรีเซนต์
present,พริเซนต์
present,พรีเซนต์
abalone,แอบาโลนี
abalone,แอบาโลนี
Abe,เอบ
Abe,เอบ
Abigail,แอบิเกล
Abigail,แอบิเกล
Abraham,เอบราแฮม
Abraham,เอบราฮัม
Abraham,เอบราแฮม
Abraham,เอบราฮัม
absolute,แอบโซลูต
absolute,แอบโซลูต
abstract,แอบสแตร็กต์
abstract,แอบสแตร็กต์
accident,แอ็กซิเดนต์
accident,แอ็กซิเดนต์
acolyte,แอโคไลต์
acolyte,แอโคไลต์
acrobat,แอโครแบ็ต
acrobat,แอโครแบ็ต
activate,แอ็กทิเวต
activate,แอ็กทิเวต
Adam,แอดัม
Adam,แอดัม
adapter,อะแด็ปเตอร์
adapter,อะแด็ปเตอร์
Addams,แอดดัมส์
Addams,แอดดัมส์
addict,แอดดิกต์
addict,แอดดิกต์
adipose,แอดิโพส
adipose,แอดิโพส
adobe,อะโดบี
adobe,อะโดบี
adolescence,แอโดเลสเซนซ์
adolescence,แอโดเลสเซนซ์
adolescent,แอโดเลสเซนต์
adolescent,แอโดเลสเซนต์
Adonis,อะโดนิส
Adonis,อะดอนิส
Adonis,อะโดนิส
Adonis,อะดอนิส
adrenal,อะดรีนัล
adrenal,อะดรีนัล
Adrian,เอเดรียน
Adrian,เอเดรียน
advent,แอดเวนต์
advent,แอดเวนต์
adventure,แอดเวนเชอร์
adventure,แอดเวนเชอร์
adverb,แอดเวิร์บ
adverb,แอดเวิร์บ
aegis,อีจิส
aegis,อีจิส
aeon,อีออน
aeon,อีออน
Affleck,แอฟเฟล็ก
Affleck,แอฟเฟล็ก
after,อาฟเตอร์
after,แอฟเตอร์
after,อาฟเตอร์
after,แอฟเตอร์
agar,เอการ์
agar,อาการ์
agar,เอการ์
agar,อาการ์
agent,เอเจนต์
agent,เอเจนต์
agile,แอไจล์
agile,แอเจิล
agile,แอไจล์
agile,แอเจิล
Agnes,แอกเนส
Agnes,แอกนิส
Agnes,แอกเนส
Agnes,แอกนิส
agony,แอโกนี
agony,แอโกนี
Aldrin,ออลดริน
Aldrin,อาลดริน
Aldrin,ออลดริน
Aldrin,อาลดริน
alibi,แอลิไบ
alibi,แอลิไบ
Alice,แอลิซ
Alice,แอลิซ
alien,เอเลียน
alien,เอเลียน
glow,โกลว์
glow,โกลว์
koala,โคอาลา
koala,โคอาลา
iguana,อิกวานา
iguana,อิกวานา
caracal,แคราแคล
caracal,แคราแคล
hyaena,ไฮยีนา
hyaena,ไฮยีนา
mammoth,แมมมอท
mammoth,แมมมอท
protoceratops,โพรโทเซราท็อปส์
protoceratops,โพรโทเซราท็อปส์
triceratops,ไทรเซราท็อปส์
triceratops,ไทรเซราท็อปส์
take,เทก
take,เทก
take over,เทกโอเวอร์
take over,เทกโอเวอร์
barista,บารีสตา
barista,บาริสตา
barista,บารีสตา
barista,บาริสตา
alley,แอลลีย์
alley,แอลลีย์
all,ออล
all,ออล
almond,อามอนด์
almond,อาลมอนด์
almond,อามอนด์
almond,อาลมอนด์
aloe vera,แอโลเวรา
aloe vera,แอโลวีรา
aloe vera,แอโลเวียรา
aloe vera,แอโลเวรา
aloe vera,แอโลวีรา
aloe vera,แอโลเวียรา
alone,อะโลน
alone,อะโลน
along,อะลอง
along,อะลอง
alpaca,แอลแพกา
alpaca,อัลปากา
alpaca,แอลแพกา
alpaca,อัลปากา
alpine,แอลไพน์
alpine,แอลไพน์
amalgam,อะแมลกัม
amalgam,อะแมลกัม
amazon,แอมะซอน
amazon,แอมะซอน
amber,แอมเบอร์
amber,แอมเบอร์
ambition,แอมบิชัน
ambition,แอมบิชัน
ambush,แอมบุช
ambush,แอมบุช
amen,อาเมน
amen,เอเมน
amen,อาเมน
amen,เอเมน
ammo,แอมโม
ammo,แอมโม
amnesia,แอมนีเซีย
amnesia,แอมนีชา
amnesia,แอมนีเซีย
amnesia,แอมนีชา
岸田文雄,Fumio KISHIDA
岸田文雄,ฟูมิโอะ คิชิดะ
岸田文雄,ฟูมิโอะ คิชิดะ
amphibian,แอมฟิเบียน
amphibian,แอมฟิเบียน
anaemia,อะนีเมีย
anaemia,อะนีเมีย
anchor,แองเคอร์
anchor,แองเคอร์
anchovy,แอนโชวี
anchovy,แอนโชวี
anew,อะนิว
anew,อะนู
anew,อะนิว
anew,อะนู
Anfield,แอนฟีลด์
Anfield,แอนฟีลด์
anger,แองเกอร์
anger,แองเกอร์
angler,แองเกลอร์
angler,แองเกลอร์
angle,แองเกิล
angle,แองเกิล
angry,แองกรี
angry,แองกรี
click,คลิก
click,คลิก
Apache,อะแพชี
Apache,อะแพชี
aqua,อาควา
aqua,แอควา
aqua,อาควา
aqua,แอควา
arc,อาร์ก
arc,อาร์ก
arcane,อาร์เคน
arcane,อาร์เคน
argot,อาร์โก
argot,อาร์โกต์
argot,อาร์โก
argot,อาร์โกต์
aria,อาเรีย
aria,อาเรีย
arid,แอริด
arid,เอริด
arid,แอริด
arid,เอริด
Aries,แอรีส
Aries,เอรีส
Aries,แอรีส
Aries,เอรีส
